ЭД 0 35 49 63 77 102 138 174 210
АСТ 0 27 37 48 58 83 123 162 201
ФОБ 0 14 20 25 30 55 100 145 189
ОП 0 45 63 81 98 123 156 188 220
СЗ 0 51 71 91 111 136 166 196 226
